,ISSN,Issn,Title,CiteScore,SNIP,SJR,H index,IF,"Eigen Factor
Score",Scopus_Quartile,SJR Quartile,HJRS Category,JPI,Medallion,HEC Recognized?,Scopus_Subject_Category,SCimago_Categories,SCimago_Areas,WoS_Category,HJRS_Subject_Category,ESA_Index,ESA_Index_Imputed,ESA_Quartile,ESA_Quartile_Imputed,ranked_ESA_Index,ranked_ESA_Index_Imputed
62,1572-5286,15725286,discrete optimization,1.9,1.177,0.646,41.0,1.509,0.00123,PQ3,JQ2,W,55,Honorable Mention,Yes,Computational Theory and Mathematics,Applied Mathematics (Q2); Computational Theory and Mathematics (Q2); Theoretical Computer Science (Q2),Computer Science; Mathematics,"MATHEMATICS, APPLIED",Computational Theory and Mathematics,0.5066666666666667,0.4416666666666667,ESA_Q2,ESAImp_Q2,63.0,73.0
63,,"14365057, 0010485X",computing (vienna/new york),4.4,1.288,0.676,64.0,0.0,0.0,PQ1,JQ2,W,54,Honorable Mention,Yes,Computational Theory and Mathematics,Computational Mathematics (Q2); Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Numerical Analysis (Q2); Software (Q2); Theoretical Computer Science (Q2),Computer Science; Mathematics,,Computational Theory and Mathematics,0.4933333333333333,0.6616666666666666,ESA_Q2,ESAImp_Q1,64.0,38.0
64,,23356936,pacific symposium on biocomputing. pacific symposium on biocomputing,4.4,0.749,0.71,78.0,0.0,0.0,PQ1,JQ2,X,30,Clay,Yes,Computational Theory and Mathematics,Biomedical Engineering (Q2); Computational Theory and Mathematics (Q2); Medicine (miscellaneous) (Q2),Computer Science; Engineering; Medicine,,Computational Theory and Mathematics,0.4783333333333333,0.6466666666666666,ESA_Q2,ESAImp_Q1,65.0,40.0
65,0129-1831,1291831,international journal of modern physics c,2.0,0.483,0.299,68.0,1.353,0.00141,PQ3,JQ3,X,32,Clay,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Mathematical Physics (Q3); Physics and Astronomy (miscellaneous) (Q3); Statistical and Nonlinear Physics (Q3),Computer Science; Mathematics; Physics and Astronomy,"PHYSICS, MATHEMATICAL",Computational Theory and Mathematics,0.45,0.3883333333333333,ESA_Q2,ESAImp_Q2,66.0,86.0
66,,"14320444, 01795376",discrete and computational geometry,1.7,1.395,0.765,69.0,0.0,0.0,PQ2,JQ2,W,61,Bronze,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2); Geometry and Topology (Q2); Theoretical Computer Science (Q2),Computer Science; Mathematics,,Computational Theory and Mathematics,0.4466666666666667,0.5516666666666666,ESA_Q2,ESAImp_Q2,67.0,54.0
67,2352-2208,"23522208, 23522216",journal of logical and algebraic methods in programming,3.0,1.179,0.615,19.0,1.088,0.00089,PQ1,JQ2,X,40,Clay,Yes,Computational Theory and Mathematics,Cultural Studies (Q1); Political Science and International Relations (Q1); Sociology and Political Science (Q1); Computational Theory and Mathematics (Q2); Logic (Q2); Software (Q2); Theoretical Computer Science (Q2),Computer Science; Mathematics; Social Sciences,LOGIC,Computational Theory and Mathematics,0.4433333333333333,0.3949999999999999,ESA_Q2,ESAImp_Q2,68.0,84.0
68,1557-2862,15572862,theory of computing,2.3,1.011,0.97,21.0,0.816,0.00083,PQ3,JQ1,,,,,Computational Theory and Mathematics,Computational Theory and Mathematics (Q1); Theoretical Computer Science (Q2),Computer Science; Mathematics,"COMPUTER SCIENCE, THEORY & METHODS",,0.4383333333333333,0.4016666666666666,ESA_Q2,ESAImp_Q2,69.0,81.0
69,,"15320626, 15320634",concurrency computation practice and experience,3.8,0.832,0.515,75.0,0.0,0.0,PQ2,JQ3,X,48,Honorable Mention,Yes,Computational Theory and Mathematics,Computer Networks and Communications (Q2); Computer Science Applications (Q2); Computational Theory and Mathematics (Q3); Software (Q3); Theoretical Computer Science (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.435,0.5716666666666667,ESA_Q2,ESAImp_Q1,70.0,48.0
70,1432-4350,"14330490, 14324350",theory of computing systems,2.1,1.0,0.509,46.0,0.616,0.00156,PQ3,JQ3,X,44,Clay,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q3); Theoretical Computer Science (Q3),Computer Science; Mathematics,MATHEMATICS,Computational Theory and Mathematics,0.4283333333333333,0.39,ESA_Q2,ESAImp_Q2,71.0,85.0
71,,"09635483, 14692163",combinatorics probability and computing,2.4,1.044,0.974,54.0,0.0,0.0,PQ2,JQ1,W,62,Bronze,Yes,Computational Theory and Mathematics,Applied Mathematics (Q1); Computational Theory and Mathematics (Q1); Statistics and Probability (Q2); Theoretical Computer Science (Q2),Computer Science; Mathematics,,Computational Theory and Mathematics,0.4266666666666667,0.5333333333333333,ESA_Q2,ESAImp_Q2,72.0,57.0
72,,"2364415X, 23644168",international journal of data science and analytics,5.0,1.319,0.674,24.0,0.0,0.0,PQ1,JQ2,X,30,Clay,Yes,Computational Theory and Mathematics,Applied Mathematics (Q2); Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Information Systems (Q2); Modeling and Simulation (Q2),Computer Science; Mathematics,,Computational Theory and Mathematics,0.4233333333333333,0.5916666666666667,ESA_Q2,ESAImp_Q1,73.0,44.5
73,1661-8254,"16618262, 16618254",complex analysis and operator theory,1.7,1.024,0.558,26.0,0.819,0.00214,PQ3,JQ2,X,43,Clay,Yes,Computational Theory and Mathematics,Applied Mathematics (Q2); Computational Mathematics (Q2); Computational Theory and Mathematics (Q2),Computer Science; Mathematics,MATHEMATICS,Computational Theory and Mathematics,0.4183333333333334,0.365,ESA_Q2,ESAImp_Q2,74.0,91.0
74,1617-9447,16179447,computational methods and function theory,1.8,1.236,0.514,18.0,1.155,0.00102,PQ2,JQ3,X,42,Clay,Yes,Computational Theory and Mathematics,Analysis (Q2); Applied Mathematics (Q2); Computational Theory and Mathematics (Q3),Computer Science; Mathematics,MATHEMATICS,Computational Theory and Mathematics,0.4066666666666667,0.355,ESA_Q2,ESAImp_Q2,75.0,92.0
75,,"25244914, 25244906",quantum machine intelligence,4.1,1.434,0.754,12.0,0.0,0.0,PQ1,JQ2,X,28,Null,Yes,Computational Theory and Mathematics,Applied Mathematics (Q2); Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2); Theoretical Computer Science (Q2),Computer Science; Mathematics,,Computational Theory and Mathematics,0.39,0.5583333333333333,ESA_Q2,ESAImp_Q1,76.0,51.5
76,,"16142411, 16194500",4or,2.8,1.228,0.579,45.0,0.0,0.0,PQ2,JQ2,X,52,Honorable Mention,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q2); Management Information Systems (Q2); Management Science and Operations Research (Q2); Theoretical Computer Science (Q3),"Business, Management and Accounting; Computer Science; Decision Sciences; Mathematics",,Computational Theory and Mathematics,0.3816666666666666,0.4866666666666666,ESA_Q2,ESAImp_Q2,77.0,64.0
77,,"18419836, 18419844","international journal of computers, communications and control",4.8,0.697,0.499,39.0,0.0,0.0,PQ1,JQ3,X,39,Clay,Yes,Computational Theory and Mathematics,Computer Networks and Communications (Q2); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3),Computer Science,,Computational Theory and Mathematics,0.3683333333333333,0.4599999999999999,ESA_Q2,ESAImp_Q2,78.0,69.0
78,1559-3940,"15593940, 21575452",communications in applied mathematics and computational science,1.7,0.795,0.468,24.0,1.438,0.00031,PQ3,JQ3,X,36,Clay,Yes,Computational Theory and Mathematics,Applied Mathematics (Q3); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3),Computer Science; Mathematics,"MATHEMATICS, APPLIED",Computational Theory and Mathematics,0.3666666666666667,0.315,ESA_Q2,ESAImp_Q2,79.0,97.0
79,,"19362447, 19362455",cryptography and communications,2.5,1.008,1.057,22.0,0.0,0.0,PQ2,JQ1,W,58,Honorable Mention,Yes,Computational Theory and Mathematics,Applied Mathematics (Q1); Computational Theory and Mathematics (Q1); Computer Networks and Communications (Q1),Computer Science; Mathematics,,Computational Theory and Mathematics,0.3666666666666666,0.4733333333333333,ESA_Q2,ESAImp_Q2,80.0,66.0
80,,19994893,algorithms,3.3,0.91,0.515,46.0,0.0,0.0,PQ2,JQ3,X,27,Null,Yes,Computational Theory and Mathematics,Computational Mathematics (Q2); Computational Theory and Mathematics (Q3); Numerical Analysis (Q3); Theoretical Computer Science (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.3599999999999999,0.4966666666666666,ESA_Q2,ESAImp_Q2,81.0,63.0
81,0926-2245,"18726984, 09262245",differential geometry and its applications,1.0,0.898,0.425,37.0,0.536,0.00178,PQ3,JQ3,X,39,Clay,Yes,Computational Theory and Mathematics,Analysis (Q3); Computational Theory and Mathematics (Q3); Geometry and Topology (Q3),Computer Science; Mathematics,MATHEMATICS,Computational Theory and Mathematics,0.3566666666666667,0.3183333333333333,ESA_Q2,ESAImp_Q2,82.0,95.5
82,,9257721,computational geometry: theory and applications,1.4,0.897,0.549,58.0,0.0,0.0,PQ2,JQ2,X,36,Clay,Yes,Computational Theory and Mathematics,Computational Mathematics (Q2); Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Control and Optimization (Q2); Geometry and Topology (Q2),Computer Science; Mathematics,,Computational Theory and Mathematics,0.3349999999999999,0.4399999999999999,ESA_Q2,ESAImp_Q2,83.0,74.0
83,,"2511249X, 25112481",information geometry,3.3,2.289,0.0,8.0,0.0,0.0,PQ1,-,Y,1,Null,Yes,Computational Theory and Mathematics,Applied Mathematics; Computational Theory and Mathematics; Computer Science Applications; Geometry and Topology; Statistics and Probability,Computer Science; Mathematics,,Computational Theory and Mathematics,0.3333333333333333,0.425,ESA_Q2,ESAImp_Q2,84.5,76.0
84,,15337146,quantum information and computation,2.0,0.67,0.368,70.0,0.0,0.0,PQ3,JQ3,X,41,Clay,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q3); Mathematical Physics (Q3); Nuclear and High Energy Physics (Q3); Physics and Astronomy (miscellaneous) (Q3); Statistical and Nonlinear Physics (Q3); Theoretical Computer Science (Q4),Computer Science; Mathematics; Physics and Astronomy,,Computational Theory and Mathematics,0.3333333333333333,0.4033333333333333,ESA_Q2,ESAImp_Q2,84.5,80.0
85,1016-2364,10162364,journal of information science and engineering,1.5,0.56,0.269,41.0,1.142,0.00046,PQ2,JQ4,X,23,Null,Yes,Computational Theory and Mathematics,Library and Information Sciences (Q2); Computational Theory and Mathematics (Q4); Hardware and Architecture (Q4); Human-Computer Interaction (Q4); Software (Q4),Computer Science; Social Sciences,"COMPUTER SCIENCE, INFORMATION SYSTEMS",Computational Theory and Mathematics,0.33,0.2883333333333334,ESA_Q2,ESAImp_Q2,86.0,102.0
86,,13494198,"international journal of innovative computing, information and control",2.1,0.825,0.476,52.0,0.0,0.0,PQ3,JQ3,X,25,Null,Yes,Computational Theory and Mathematics,Information Systems (Q2); Computational Theory and Mathematics (Q3); Software (Q3); Theoretical Computer Science (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.3266666666666666,0.3966666666666666,ESA_Q2,ESAImp_Q2,87.5,83.0
87,,"19423454, 19423462",acm transactions on computation theory,2.0,0.731,1.139,18.0,0.0,0.0,PQ3,JQ1,X,25,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q1); Theoretical Computer Science (Q1),Computer Science; Mathematics,,Computational Theory and Mathematics,0.3266666666666666,0.3799999999999999,ESA_Q2,ESAImp_Q2,87.5,89.0
88,,2410387X,cryptography,3.9,1.101,0.494,15.0,0.0,0.0,PQ1,JQ3,X,24,Null,Yes,Computational Theory and Mathematics,Applied Mathematics (Q2); Computer Networks and Communications (Q2); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Software (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.3233333333333333,0.415,ESA_Q2,ESAImp_Q2,89.0,78.0
89,,"23294957, 23294949",acm transactions on parallel computing,3.0,1.169,0.404,19.0,0.0,0.0,PQ2,JQ3,Y,22,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Hardware and Architecture (Q3); Modeling and Simulation (Q3); Software (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.3,0.4366666666666667,ESA_Q2,ESAImp_Q2,90.0,75.0
90,,"22113576, 22113568",computability,1.4,1.698,0.389,11.0,0.0,0.0,PQ3,JQ3,Y,19,Null,Yes,Computational Theory and Mathematics,Artificial Intelligence (Q3); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Theoretical Computer Science (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.2799999999999999,0.35,ESA_Q2,ESAImp_Q2,91.0,93.0
91,,"15729273, 01678094",order,1.3,1.042,0.581,26.0,0.0,0.0,PQ2,JQ2,X,40,Clay,Yes,Computational Theory and Mathematics,Algebra and Number Theory (Q2); Computational Theory and Mathematics (Q2); Geometry and Topology (Q2),Computer Science; Mathematics,,Computational Theory and Mathematics,0.2766666666666666,0.3816666666666666,ESA_Q2,ESAImp_Q2,92.5,87.5
92,,15261719,journal of graph algorithms and applications,1.6,0.718,0.553,37.0,0.0,0.0,PQ2,JQ2,X,24,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q2); Computer Science Applications (Q2); Computer Science (miscellaneous) (Q2); Geometry and Topology (Q2); Theoretical Computer Science (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.2766666666666666,0.3816666666666666,ESA_Q2,ESAImp_Q2,92.5,87.5
93,,"25112104, 25112112",international journal of information technology (singapore),2.6,0.915,0.423,23.0,0.0,0.0,PQ2,JQ3,X,23,Null,Yes,Computational Theory and Mathematics,Electrical and Electronic Engineering (Q2); Applied Mathematics (Q3); Artificial Intelligence (Q3); Computational Theory and Mathematics (Q3); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Information Systems (Q3),Computer Science; Engineering; Mathematics,,Computational Theory and Mathematics,0.2749999999999999,0.4116666666666666,ESA_Q2,ESAImp_Q2,94.0,79.0
94,,"23138734, 24096008",supercomputing frontiers and innovations,3.2,0.869,0.32,17.0,0.0,0.0,PQ2,JQ3,Y,21,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q3); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Hardware and Architecture (Q3); Information Systems (Q3); Software (Q3),Computer Science,,Computational Theory and Mathematics,0.2616666666666666,0.3983333333333332,ESA_Q2,ESAImp_Q2,95.0,82.0
95,,"19350090, 23250399",applied mathematics and information sciences,1.9,0.521,0.258,44.0,0.0,0.0,PQ2,JQ4,Y,17,Null,Yes,Computational Theory and Mathematics,Analysis (Q4); Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Science Applications (Q4); Numerical Analysis (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.2416666666666666,0.3016666666666667,ESA_Q2,ESAImp_Q2,96.0,100.0
96,,"23772158, 23772166","journal of verification, validation and uncertainty quantification",2.9,0.861,0.277,12.0,0.0,0.0,PQ2,JQ3,Y,19,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Modeling and Simulation (Q3); Statistics and Probability (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.235,0.3716666666666666,ESA_Q2,ESAImp_Q2,97.0,90.0
97,,"22111662, 22111670","technology, knowledge and learning",0.0,0.0,1.138,32.0,0.0,0.0,,JQ1,X,36,Clay,Yes,,Computational Theory and Mathematics (Q1); Computer Science Applications (Q1); Education (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1); Mathematics (miscellaneous) (Q1); Theoretical Computer Science (Q1),Computer Science; Engineering; Mathematics; Social Sciences,,Computational Theory and Mathematics,0.2299999999999999,0.3216666666666666,ESA_Q2,ESAImp_Q2,98.5,94.0
98,,"18696104, 18671144","groups, complexity, cryptology",1.8,1.235,0.205,13.0,0.0,0.0,PQ3,JQ4,Y,14,Null,Yes,Computational Theory and Mathematics,Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.2299999999999999,0.2733333333333333,ESA_Q2,ESAImp_Q3,98.5,108.0
99,,3321649,compel - the international journal for computation and mathematics in electrical and electronic engineering,2.3,0.458,0.255,35.0,0.0,0.0,PQ2,JQ4,Y,20,Null,Yes,Computational Theory and Mathematics,Electrical and Electronic Engineering (Q3); Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Science Applications (Q4),Computer Science; Engineering; Mathematics,,Computational Theory and Mathematics,0.2283333333333333,0.2883333333333333,ESA_Q2,ESAImp_Q2,100.0,103.0
100,,"2093744X, 15982645",international journal of fuzzy logic and intelligent systems,2.7,0.692,0.339,15.0,0.0,0.0,PQ1,JQ3,Y,18,Null,Yes,Computational Theory and Mathematics,Artificial Intelligence (Q3); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Logic (Q3); Signal Processing (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.2266666666666666,0.3183333333333333,ESA_Q2,ESAImp_Q2,101.0,95.5
101,,"17443806, 14626268",digital creativity,1.5,0.954,0.227,25.0,0.0,0.0,PQ2,JQ4,Y,17,Null,Yes,Computational Theory and Mathematics,Arts and Humanities (miscellaneous) (Q2); Computer Graphics and Computer-Aided Design (Q3); Computational Theory and Mathematics (Q4); Human-Computer Interaction (Q4),Arts and Humanities; Computer Science,,Computational Theory and Mathematics,0.2233333333333333,0.2833333333333334,ESA_Q2,ESAImp_Q2,102.0,104.0
102,,"17937027, 17930057",new mathematics and natural computation,1.9,0.959,0.302,15.0,0.0,0.0,PQ3,JQ3,Y,18,Null,Yes,Computational Theory and Mathematics,Applied Mathematics (Q3); Computational Mathematics (Q3); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Human-Computer Interaction (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.2216666666666666,0.2916666666666667,ESA_Q2,ESAImp_Q2,103.0,101.0
103,,25909770,art of discrete and applied mathematics,0.8,1.158,0.553,5.0,0.0,0.0,PQ3,JQ2,Y,18,Null,Yes,Computational Theory and Mathematics,Applied Mathematics (Q2); Computational Theory and Mathematics (Q2); Discrete Mathematics and Combinatorics (Q2),Computer Science; Mathematics,,Computational Theory and Mathematics,0.22,0.31,ESA_Q2,ESAImp_Q2,104.0,98.0
104,1335-9150,13359150,computing and informatics,1.2,0.461,0.226,29.0,0.455,0.00021,PQ4,JQ4,Y,15,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Software (Q4),Computer Science,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",Computational Theory and Mathematics,0.2183333333333333,0.2016666666666667,ESA_Q3,ESAImp_Q3,105.0,122.0
105,,26328925,iet quantum communication,0.0,2.166,0.0,6.0,0.0,0.0,,-,,,,,Computational Theory and Mathematics,Computational Theory and Mathematics; Computer Networks and Communications; Computer Science Applications; Electrical and Electronic Engineering; Theoretical Computer Science,Computer Science; Engineering; Mathematics,,,0.2166666666666666,0.2166666666666666,ESA_Q3,ESAImp_Q3,106.0,119.0
106,,"16618289, 16618270",mathematics in computer science,1.6,0.723,0.32,23.0,0.0,0.0,PQ3,JQ3,Y,17,Null,Yes,Computational Theory and Mathematics,Applied Mathematics (Q3); Computational Mathematics (Q3); Computational Theory and Mathematics (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.2133333333333333,0.2833333333333333,ESA_Q3,ESAImp_Q3,107.0,105.0
107,,15708667,journal of discrete algorithms,0.0,0.875,0.301,38.0,0.0,0.0,,JQ3,Y,15,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q3); Discrete Mathematics and Combinatorics (Q3); Theoretical Computer Science (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.21,0.2799999999999999,ESA_Q3,ESAImp_Q3,108.0,106.0
108,,"17427185, 17427193",international journal of computational science and engineering,2.1,0.458,0.334,24.0,0.0,0.0,PQ3,JQ3,Y,17,Null,Yes,Computational Theory and Mathematics,Computational Mathematics (Q3); Computational Theory and Mathematics (Q3); Hardware and Architecture (Q3); Modeling and Simulation (Q3); Software (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.2083333333333333,0.2783333333333333,ESA_Q3,ESAImp_Q3,109.0,107.0
109,0219-6336,,journal of theoretical & computational chemistry,0.0,0.0,0.0,0.0,2.44,0.00045,,,Y,14,Null,Yes,,,,"CHEMISTRY, MULTIDISCIPLINARY",Computational Theory and Mathematics,0.2,0.1166666666666666,ESA_Q3,ESAImp_Q3,110.0,145.0
110,,"20710216, 23080256","bulletin of the south ural state university, series: mathematical modelling, programming and computer software",1.5,0.829,0.303,13.0,0.0,0.0,PQ3,JQ3,Y,16,Null,Yes,Computational Theory and Mathematics,Computational Mathematics (Q3); Computational Theory and Mathematics (Q3); Modeling and Simulation (Q3); Software (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.1949999999999999,0.2649999999999999,ESA_Q3,ESAImp_Q3,111.0,109.0
111,2737-4165,"27374173, 27374165",journal of computational biophysics and chemistry,2.0,0.405,0.22,28.0,0.0,0.0,PQ3,JQ4,Y,17,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q4); Computer Science Applications (Q4); Physical and Theoretical Chemistry (Q4),Chemistry; Computer Science,"CHEMISTRY, MULTIDISCIPLINARY",Computational Theory and Mathematics,0.1916666666666666,0.235,ESA_Q3,ESAImp_Q3,112.5,112.5
112,,"27133206, 27133192",informatics and automation,2.1,0.849,0.151,12.0,0.0,0.0,PQ2,JQ4,Y,9,Null,Yes,Computational Theory and Mathematics,Applied Mathematics (Q4); Artificial Intelligence (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Information Systems (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.1916666666666666,0.2516666666666666,ESA_Q3,ESAImp_Q3,112.5,110.0
113,,"20767633, 20776853",computer research and modeling,2.2,0.668,0.263,10.0,0.0,0.0,PQ3,JQ4,Y,13,Null,Yes,Computational Theory and Mathematics,Computer Science Applications (Q3); Computational Theory and Mathematics (Q4); Modeling and Simulation (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.19,0.2333333333333333,ESA_Q3,ESAImp_Q3,114.0,114.0
114,,25777408,computational and mathematical methods,1.3,0.865,0.255,10.0,0.0,0.0,PQ3,JQ4,Y,15,Null,Yes,Computational Theory and Mathematics,Computational Mathematics (Q3); Computational Mechanics (Q3); Computational Theory and Mathematics (Q4),Computer Science; Engineering; Mathematics,,Computational Theory and Mathematics,0.18,0.2233333333333333,ESA_Q3,ESAImp_Q3,115.5,116.0
115,,1920180X,journal of computational geometry,0.9,1.005,0.326,6.0,0.0,0.0,PQ3,JQ3,Y,15,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Geometry and Topology (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.18,0.25,ESA_Q3,ESAImp_Q3,115.5,111.0
116,,"17936357, 02181959",international journal of computational geometry and applications,0.7,0.364,0.217,39.0,0.0,0.0,PQ4,JQ4,Y,13,Null,Yes,Computational Theory and Mathematics,Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Geometry and Topology (Q4); Theoretical Computer Science (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.175,0.1999999999999999,ESA_Q3,ESAImp_Q3,117.0,125.0
117,,25208764,japanese journal of statistics and data science,1.2,1.052,0.182,6.0,0.0,0.0,PQ3,JQ4,Y,12,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q4); Statistics and Probability (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.1733333333333333,0.2166666666666666,ESA_Q3,ESAImp_Q3,118.0,119.0
118,,"17525063, 17525055",international journal of computing science and mathematics,1.8,0.462,0.197,20.0,0.0,0.0,PQ3,JQ4,Y,12,Null,Yes,Computational Theory and Mathematics,Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Theoretical Computer Science (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.17,0.2133333333333333,ESA_Q3,ESAImp_Q3,119.0,121.0
119,,"25673785, 1430189X","journal of automata, languages and combinatorics",1.3,0.725,0.345,5.0,0.0,0.0,PQ2,JQ3,Y,18,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q3); Discrete Mathematics and Combinatorics (Q3),Computer Science; Mathematics,,Computational Theory and Mathematics,0.1683333333333333,0.305,ESA_Q3,ESAImp_Q2,120.0,99.0
120,,"13866338, 14343207",in silico biology,0.0,0.0,0.411,48.0,0.0,0.0,,JQ3,Y,22,Null,Yes,,Computational Mathematics (Q3); Computational Theory and Mathematics (Q3); Genetics (Q3); Medicine (miscellaneous) (Q3); Molecular Biology (Q4),"Biochemistry, Genetics and Molecular Biology; Computer Science; Mathematics; Medicine",,Computational Theory and Mathematics,0.165,0.235,ESA_Q3,ESAImp_Q3,121.0,112.5
121,,"19479263, 19479271",international journal of swarm intelligence research,1.8,0.52,0.285,9.0,0.0,0.0,PQ3,JQ3,Y,15,Null,Yes,Computational Theory and Mathematics,Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Artificial Intelligence (Q4),Computer Science,,Computational Theory and Mathematics,0.1633333333333333,0.2333333333333333,ESA_Q3,ESAImp_Q3,122.5,115.0
122,,"2662995X, 26618907",sn computer science,0.0,1.132,0.0,25.0,0.0,0.0,,-,,,,,Computational Theory and Mathematics,Artificial Intelligence; Computational Theory and Mathematics; Computer Graphics and Computer-Aided Design; Computer Networks and Communications; Computer Science Applications; Computer Science (miscellaneous),Computer Science,,,0.1633333333333333,0.1633333333333333,ESA_Q3,ESAImp_Q3,122.5,133.0
123,,"23129794, 24153788",mathematical modeling and computing,1.1,0.786,0.263,8.0,0.0,0.0,PQ4,JQ4,Y,15,Null,Yes,Computational Theory and Mathematics,Computational Mathematics (Q3); Computational Theory and Mathematics (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.1616666666666666,0.1866666666666666,ESA_Q3,ESAImp_Q3,124.0,129.0
124,,"19922264, 23109912",informatika i ee primeneniya,1.1,0.786,0.22,9.0,0.0,0.0,PQ3,JQ4,Y,12,Null,Yes,Computational Theory and Mathematics,Applied Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Information Systems (Q4); Software (Q4),Computer Science; Mathematics,,Computational Theory and Mathematics,0.1566666666666666,0.2,ESA_Q3,ESAImp_Q3,125.0,124.0
125,,24148105,journal of network intelligence,1.4,0.52,0.289,9.0,0.0,0.0,PQ3,JQ3,Y,15,Null,Yes,Computational Theory and Mathematics,Computational Mathematics (Q3); Computational Theory and Mathematics (Q3); Computer Networks and Communications (Q3); Computer Science Applications (Q3); Electrical and Electronic Engineering (Q3); Information Systems (Q3); Software (Q4),Computer Science; Engineering; Mathematics,,Computational Theory and Mathematics,0.15,0.22,ESA_Q3,ESAImp_Q3,126.0,117.0
126,,"19826907, 23169028",sao paulo journal of mathematical sciences,0.6,0.62,0.368,8.0,0.0,0.0,PQ4,JQ3,Y,16,Null,Yes,Computational Theory and Mathematics,"Computational Theory and Mathematics (Q3); Mathematics (miscellaneous) (Q3); Statistics, Probability and Uncertainty (Q3)",Computer Science; Decision Sciences; Mathematics,,Computational Theory and Mathematics,0.1466666666666666,0.2166666666666666,ESA_Q3,ESAImp_Q3,127.0,119.0
